"Name","mmax","Mmax","z","dL (Mpc)"
"SDSS-II SN 15961","22.71","-17.9144","0.285281","1511.41"
"SDSS-II SN 5897","21.39","-19.8132","0.368966","2036.31"
"SDSS-II SN 10928","19.75","-18.0891","0.081883","384.506"
"SDSS-II SN 11478","21.04","-19.9","0.328,0.286","1775"
"SN1997as","22.1","-19.82","0.508,0.51,0.51","2974"
"SDSS-II SN 17647","21.03","-19.29","0.249,0.264,0.236,0.434,0.342","1294"
"SDSS-II SN 3102","21.16","-20.1","0.379,0.326","2101"
"SDSS-II SN 14524","22.04","-18.476","0.2719","1430.5"
"SDSS-II SN 14876","21.84","-18.7429","0.280067","1479.79"
"SDSS-II SN 9194","21.8","-15.7984","0.073431","342.825"
"SN2006qm","20.63","-18.4022","0.14017","683.779"
"SDSS-II SN 13507","21.78","-19.09","0.318,0.278","1713"
"SN2006hh","20.9","-19.32","0.238,0.234,0.242,0.289","1230"
"SDSS-II SN 2666","21.17","-15.9136","0.058135","268.533"
"SDSS-II SN 15628","21.55","-20.094","0.448918","2566.36"
"SDSS-II SN 13476","21.58","-18.9677","0.27572","1453.53"
"SDSS-II SN 2488","22.26","-17.2159","0.170996","850.093"
"SDSS-II SN 20412","22","-19.6227","0.444671","2537.55"
"SDSS-II SN 17663","20.19","-17.7168","0.084432","397.164"
"SDSS-II SN 15293","21.96","-19.77","0.466,0.389","2683"
"SDSS-II SN 7350","20.9","-18.3741","0.156223","769.715"
"SDSS-II SN 9155","21.64","-19.134","0.3049","1631.6"
"SN2005gp","19.95","-18.8555","0.12656,0.126604","612.318"
"SN2007lw","21.29","-19.35","0.287,0.287","1522"
"SDSS-II SN 16554","22.68","-19.2491","0.509847","2987.32"
"SDSS-II SN 6914","21.88","-19.5836","0.414257","2333.33"
"SDSS-II SN 13435","20.88","-16.3818","0.063034","292.166"
"PTF11atu","","","0.0774,0.0774","362.3"
"SN2005hp","20.73","-18.9","0.18,0.18","900"
"SDSS-II SN 20866","21.92","-19.2798","0.368403","2032.68"
"SDSS-II SN 20215","21.38","-21.2016","0.683836","4260.62"
"SDSS-II SN 14593","22.27","-18.521","0.307205","1645.79"
"SDSS-II SN 18039","22.31","-18.6203","0.326819","1767.93"
"AT2019pxu","19.49","-16.01","0.0282","127.5"
"SDSS-II SN 5869","21.53","-17.7746","0.158377","781.358"
"SDSS-II SN 14588","21.81","-19.41","0.372,0.361,0.313","2056"
"SN2005ff","19.09","-18.8","0.0837,0.0841","393.5"
"Gaia18dxp","17.71","-18.3728","0.036853","167.654"
"SDSS-II SN 4627","20.43","-20.24","0.291","1546"
"SDSS-II SN 15807","21.14","-18.7882","0.209262","1063.9"
"SDSS-II SN 16282","20.52","-17.443","0.086602","407.971"
"DES17S2byx","24","-16.8","0.31","1660"
"SDSS-II SN 15967","21.29","-19.94","0.374,0.323,0.332,0.337","2069"
"SN2007mp","19.65","-17.5","0.05991","277.08"
"SDSS-II SN 13440","20.95","-19.771","0.2978","1587.9"
"SN2017ixl","18.87","-18","0.05","230"
"SN1996ck","22.8","-19.69","0.656,0.656","4050"
"SDSS-II SN 14811","22.08","-16.87","0.135,0.126","656.4"
"SN2018djd","15.4","-19.9516","0.026385","119.115"
"SDSS-II SN 1243","","","0.198426","1002.55"
"DES14S2pon","24","-17.46","0.414","2332"
"SDSS-II SN 20408","21.58","-19.22","0.308,0.271","1651"
"SDSS-II SN 17115","22.07","-17.9453","0.217547","1111.23"
"SDSS-II SN 13768","21.1","-19.3","0.258,0.231","1347"
"SDSS-II SN 15829","21.55","-18.7673","0.248862","1293.36"
"DES14S2bnq","22.6","-17.0558","0.18531","929.134"
"SN2007ks","19.42","-18.82","0.0981","465.7"
"SN2014dy","16.3","-21.3","0.075","351"
"PSc070020","22.05","-18.3569","0.25898","1353.28"
"SN2018adf","19.86","-18.69","0.113","541.7"
"SN2007mm","19.18","-18.2786","0.066,0.068921,0.067","320.767"
"SDSS-II SN 17965","21.12","-19.7312","0.315534","1697.44"
"SN2005fa","20.08","-19.2687","0.161531","798.454"
"SDSS-II SN 14894","21.4","-20.1875","0.437768","2490.87"
"SDSS-II SN 4639","22.07","-19.1106","0.365265","2012.43"
"DES16S1ffb","20.9","-18.48","0.164","811.9"
"SDSS-II SN 20514","21.81","-19.5995","0.404404","2267.98"
"SN2007nt","21.14","-18.83","0.213,0.168","1085"
"SDSS-II SN 14445","21.64","-18.5674","0.23698","1223.66"
"PS115if","21","-18.2","0.15","736"
"SN2016fxu","20.44","-13.8","0.016","71.7"
"SN2002gs","21.4","-19.6","0.33,0.33","1790"
"PS1-11azj","","","0.149","730.9"
"SDSS-II SN 15635","22.53","-20.1217","0.705943","4429.2"
"SDSS-II SN 19132","22.88","-18.3937","0.380703","2112.45"
"SN2005mi","20.66","-19.3287","0.2144,0.214981","1096.53"
"SDSS-II SN 4651","21.14","-18.0671","0.151605","744.842"
"SN2006fu","20.35","-19.4604","0.19855","1003.25"
"SN2007gl","18.8","-16.6968","0.028198","127.47"
"DES15S1by","22","-16.85","0.129","624.9"
"DES14S1rag","22.7","-19","0.47","2710"
"DES15S1nog","22.4","-19.76","0.565","3380"
"SDSS-II SN 15325","20.39","-19.5884","0.213997","1090.9"
"CSS130925:010249-004431","18.42","-18.41","0.0518","238.2"
"SN2007ow","20.76","-18.96","0.191,0.227,0.228","960.9"
"SDSS-II SN 18243","21.29","-19.28","0.278,0.289,0.255","1467"
"ASASSN-15hy","15.32","-19.9","0.025,0.032","113"
"SDSS-II SN 14883","21.38","-18.58","0.212,0.193","1079"
"SN2007rn","21.24","-19.231","0.2665","1398.1"
"SN2003lf","22.1","-19.3","0.41","2310"
"SDSS-II SN 1198","20.71","-17.9705","0.119688","576.302"
"SN1998dk","15.2","-18.2","0.01322,0.01319,0.01322","48"
"SN2007lb","18.7","-17.1","0.033","150"
"PSc530547","22.11","-17.6925","0.19785","999.303"
"SDSS-II SN 19459","21.18","-17.78","0.136,0.197","661.7"
"PS15adh","18.99","-19.34","0.102","485.5"
"SDSS-II SN 14090","22.14","-18.99","0.357151","1960.28"
"SN2006oo","21.03","-19.54","0.278,0.284","1467"
"SDSS-II SN 15943","21.28","-19.0151","0.246411","1278.92"
"SDSS-II SN 16715","21.88","-18.0558","0.209974","1067.95"
"SDSS-II SN 14904","22.28","-20.02","0.602,0.481","3649"
"SDSS-II SN 15294","20.26","-20.81","0.347","1895"
"SDSS-II SN 20033","21.2","-19.1601","0.253644","1321.61"
"SDSS-II SN 16136","21.33","-19.7072","0.3427,0.342718","1868.24"
"PSc540046","22.7","-18.721","0.40648","2281.71"
"PTF12gmv","17.7","-19.23","0.0543","250.1"
"PSc300105","19.33","-18.764","0.09187","434.33"
"GRB 060904B","","","0.703","4407"
"SN2006hg","21.02","-19.26","0.245,0.225,0.281,0.284","1271"
"SDSS-II SN 18450","22.05","-18.2","0.242,0.218","1253"
"SDSS-II SN 14522","22","-19.589","0.438058","2492.82"
"SDSS-II SN 20926","22.32","-17.8222","0.230203","1184.23"
"AT2014fv","22","-16.45","0.108","516.1"
"SN2007pn","21.35","-19.4244","0.304942","1631.81"
"SDSS-II SN 7306","20.85","-17.6814","0.11192","536.188"
"SDSS-II SN 16052","20.59","-18.508","0.1444","706.28"
"SN1993aj","17","-20.72","0.0776","363.3"
"SN2005kp","19.32","-19.3207","0.1163,0.117566","565.308"
"SDSS-II SN 13071","20.84","-18.7377","0.178954","893.897"
"SN2004gv","16.37","-18","0.02,0.02","90"
"SDSS-II SN 6332","20.95","-18.2662","0.152229","748.196"
"SN2006ju","20.18","-18.9837","0.14869","729.205"
"SDSS-II SN 15805","21.93","-18.7726","0.295372","1572.98"
"SDSS-II SN 21185","21.87","-18.3084","0.233935","1205.91"
"PSc080023","22.68","-19.01","0.4582","2629.6"
"SDSS-II SN 21409","21.04","-18.7607","0.197694","998.425"
"SDSS-II SN 19135","21.2","-18.0362","0.153597","755.557"
"SN2001km","18.4","-19.1","0.07022,0.07","327.11"
"SDSS-II SN 21724","22.4","-18.5193","0.32522","1757.91"
"SN2019ywq","18.69","-19.0656","0.078847","369.483"
"SN2006pa","20.75","-19.5","0.242,0.307,0.313","1253"
"SDSS-II SN 11370","21.88","-20.17","0.539","3194"
"SDSS-II SN 17958","21.43","-19.1198","0.275974","1455.06"
"SDSS-II SN 19461","21.42","-18.85","0.244","1265"
"SDSS-II SN 14523","21.96","-18.1517","0.22709","1166.19"
"SDSS-II SN 18164","22.43","-18.0893","0.27226","1432.7"
"SDSS-II SN 2986","20.07","-16.5032","0.046088","211.07"
"SDSS-II SN 2699","20.07","-16.5032","0.046088","211.07"
"SDSS-II SN 13477","21.82","-19.3609","0.365325","2012.82"
"SDSS-II SN 13002","20.75","-17.4233","0.095234","451.247"
"SDSS-II SN 13772","21.47","-19.1727","0.287611","1525.58"
"PSc071011","21.63","-20.0598","0.45819","2629.5"
"SDSS-II SN 1899","","","0.341","1857"
"SDSS-II SN 6431","20.97","-19.4052","0.255354","1331.74"
"SDSS-II SN 13781","22.65","-16.9297","0.179111","894.765"
"SN2007sx","22.5","-16.132","0.1171","562.9"
"SDSS-II SN 9218","21.02","-19.18","0.236,0.242,0.218","1218"
"SDSS-II SN 18121","20.86","-20.1954","0.345506","1885.94"
"SN2005jl","20.49","-19.1034","0.181,0.180212","900.854"
"SDSS-II SN 14807","21.58","-17.9512","0.175273","873.591"
"SDSS-II SN 18041","21.61","-20.04","0.451,0.378","2581"
"PSc200132","20.98","-20.483","0.41415","2332.62"
"PSc530198","22.14","-19.107","0.37621","2083.23"
"SDSS-II SN 2734","20.52","-20.239","0.3028","1618.6"
"SDSS-II SN 4631","21.15","-17.5291","0.119614","575.918"
"SN2007rr","21.19","-18.532","0.1909","960.31"
"SN2007nu","21.11","-19.49","0.282,0.242","1491"
"SN2005mn","19.66","-16.9734","0.047368","217.131"
"DES15S2mau","21.2","-17.7","0.132","640.6"
"SN1999bf","20.8","-19.4","0.24,0.24","1240"
"SDSS-II SN 20870","20.88","-19.5999","0.267532","1404.32"
"SDSS-II SN 13787","22.34","-19.818","0.564901","3379.36"
"SDSS-II SN 15941","21.68","-19.2451","0.326069","1763.23"
"SN2003cu","19.2","-18.5","0.076","355"
"SDSS-II SN 13777","22.02","-19.8169","0.489267","2843.57"
"SDSS-II SN 20805","21.56","-19.4615","0.34033","1853.1"
"PS1-13dkr","18.98","-18.875","0.08248","387.47"
"SDSS-II SN 16048","20.28","-20.9941","0.380767","2112.86"
"SN2005jx","22.05","-17.9","0.21,0.21","1070"
"PS19gjm","20.44","-15.8","0.039","178"
"SDSS-II SN 8730","21.8","-19.9504","0.470738","2715.49"
"SDSS-II SN 1545","","","0.098491","467.695"
"SDSS-II SN 14589","21.14","-19.4","0.27,0.27","1420"
"SN2006nx","19.79","-18.99","0.125","603.9"
"SDSS-II SN 14907","22.17","-18.48","0.289","1534"
"SDSS-II SN 1196","21.18","-20.0326","0.370508","2046.28"
"SN2006pv","20.83","-19.17","0.216","1102"
"SDSS-II SN 17031","22.01","-19.3214","0.390602","2177.12"
"SN2002id","21.2","-19.52","0.298,0.3,0.298","1589"
"SN2006tl","21.66","-18.831","0.2689,0.2721","1412.5"
"SDSS-II SN 14446","21.96","-18.8374","0.308083","1651.22"
"SDSS-II SN 16551","22.02","-18.7184","0.300106","1602.03"
"SDSS-II SN 20867","21.99","-14.66","0.0478","219.2"
"SDSS-II SN 15803","22.57","-18.9738","0.429323","2434.02"
"SDSS-II SN 17957","21.85","-19.3659","0.371044","2049.75"
"SDSS-II SN 19013","21.89","-19.65","0.428,0.361","2425"
"SDSS-II SN 20856","21.3","-18.1544","0.16936","841.131"
"DES14S1aot","22.9","-18.27","0.364","2004"
"SDSS-II SN 17169","20.82","-19.2258","0.220524","1128.32"
"SN2006pd","20.39","-19.23","0.182,0.183","910.8"
"SDSS-II SN 16441","21.31","-19.363","0.2915","1549.3"
"SN2005id","20.14","-19.5296","0.184,0.186455","935.506"
"SN2007mr","19.98","-17.94","0.0849","399.5"
"SDSS-II SN 13437","","","0.435782","2477.47"
"SN2007sd","20.16","-17.7","0.083","390"
"SDSS-II SN 16867","20.58","-18.078","0.1185","570.14"
"PSc310161","21.11","-19.2371","0.25218","1312.95"
"SDSS-II SN 17967","21.71","-19.5501","0.378414","2097.55"
"SDSS-II SN 20858","21.8","-16.6234","0.106605","508.95"
"SDSS-II SN 18047","21.98","-19.1607","0.358855","1971.21"
"SN2001dd","15.8","-18.7","0.01944","82"
"SDSS-II SN 12999","20.65","-17.4391","0.091679","433.369"
"SN2016blh","17.17","-17.96","0.0238","107.2"
"SDSS-II SN 7304","20.96","-19.42","0.256,0.269","1336"
"SDSS-II SN 14809","21.84","-19.3786","0.371489","2052.63"
"SDSS-II SN 21357","22.92","-18.2171","0.35827","1967.46"
"SDSS-II SN 17114","21.68","-19.9683","0.44979","2572.28"
"SDSS-II SN 19137","20.52","-16.457","0.055385","255.334"
"SN2006fh","20.09","-18.728","0.1273","615.96"
"SDSS-II SN 14888","20.96","-20.23","0.366,0.321","2017"
"SDSS-II SN 16436","21.49","-19.48","0.332","1800"
"SN2007pu","18.55","-19.53","0.0914","432"
"DES15S1mjm","24","-16.4","0.26","1360"
"SN2006ki","20.99","-19.01","0.216,0.238","1102"
"SDSS-II SN 5859","20.5","-19.7359","0.240003","1241.32"
"SDSS-II SN 12213","21.67","-19.92","0.438,0.454,0.469","2492"
"SN2007qt","21.13","-19.62","0.302","1614"
"DES15S2lam","23.5","-18.66","0.565","3380"
"SDSS-II SN 18201","21.33","-19.3547","0.293032","1558.66"
"SN2005fb","20.38","-19.2465","0.182898","915.736"
"SDSS-II SN 13771","21.85","-19.6632","0.423507","2395.04"
"SDSS-II SN 6912","20.66","-20.54","0.369,0.495,0.411","2037"
"SDSS-II SN 18447","21.24","-17.9312","0.14919","731.884"
"SDSS-II SN 7728","21.29","-19.9049","0.367595","2027.46"
"SDSS-II SN 3172","22.42","-18.4413","0.316958","1706.3"
"SDSS-II SN 20921","20.93","-19.0118","0.210532","1071.13"
"SDSS-II SN 14900","21.83","-19.73","0.432,0.513,0.423","2452"
"SDSS-II SN 17317","20.34","-18.2952","0.117275","563.803"
"SDSS-II SN 17290","19.72","-17.1561","0.052902","243.458"
"PSc550050","21.14","-18.7052","0.20166","1020.79"
"SN2002ih","21.5","-18","0.2,0.2","1000"
"SN2002ls","22.6","-17.7","0.25","1300"
"SDSS-II SN 20217","21.42","-19.7825","0.368842","2035.51"
"SN1997bw","24","-18","0.5","2900"
"SN2005jz","20.84","-18.2575","0.144341","705.965"
"SDSS-II SN 14227","22.29","-19.93","0.582,0.469","3503"
"SDSS-II SN 3150","21.77","-19.2043","0.333268","1808.48"
"SDSS-II SN 18582","20.47","-20","0.266,0.233","1395"
"SDSS-II SN 18273","21.84","-19.0158","0.316181","1701.46"
"SDSS-II SN 6289","21.06","-17.4411","0.110404","528.402"
"SDSS-II SN 16098","21.66","-20.28","0.512,0.423","3002"
"SN2002go","21.3","-18.9","0.236,0.24,0.236","1218"
"SDSS-II SN 15942","20.97","-19.21","0.234,0.211,0.431,0.443","1206"
"SDSS-II SN 19668","21.35","-20.0745","0.407113","2285.91"
"SDSS-II SN 1783","21.5","-18.97","0.266,0.238","1395"
"SDSS-II SN 9677","21.52","-20.06","0.437","2486"
"SN2006gm","21.06","-19.22","0.245,0.25","1271"
"SDSS-II SN 930","21","-19.6622","0.290116","1540.85"
"SDSS-II SN 18797","22.01","-19.1708","0.365307","2012.7"
"SN2006fq","19.38","-18.049","0.06787,0.068004","316.297"
"SDSS-II SN 16237","21.48","-19.3542","0.313153","1682.64"
"SDSS-II SN 4519","20.38","-19.2891","0.186411","935.261"
"SDSS-II SN 18275","22.14","-19.6166","0.472048","2724.5"
"SDSS-II SN 20721","21.2","-18.755","0.2118","1078.4"
"SN2005ii","21.38","-19.74","0.356,0.361","1953"
"SDSS-II SN 13649","21.24","-19.64","0.319","1719"
"SDSS-II SN 2766","20.25","-18.9324","0.149937","735.888"
"SDSS-II SN 15777","20.84","-19.87","0.296,0.301","1577"
"PSc550060","21.09","-19.2484","0.25121","1307.22"
"SN2003lg","22.5","-17","0.2,0.2","1000"
"SDSS-II SN 7102","","","0.196407","991.186"
"SDSS-II SN 15784","21.29","-19.269","0.2771","1461.9"
"PS1-10bye","","","0.111","531.5"
"SN2007ky","19.9","-17.7267","0.07358,0.074376","347.463"
"SDSS-II SN 4928","21.23","-17.5736","0.126496","611.753"
"SDSS-II SN 9676","","","0.208","1057"
"SN2005kq","21.91","-19.4","0.39,0.39","2170"
"SN1997ay","23","-19.4","0.62","3780"
"PTF11ozd","19","-19.2","0.096","455"
"SN2007tu","22.5","-17.5","0.22,0.22","1130"
"SDSS-II SN 4534","21.97","-19.23","0.369","2037"
"SN2006pi","21.07","-20.13","0.368","2030"
"SDSS-II SN 14304","21.49","-19.41","0.322,0.315,0.276","1738"
"SN2005js","19.93","-17.8455","0.07962,0.079563","373.021"
"SDSS-II SN 14250","20.84","-20.3523","0.36718","2024.78"
"SN2006kh","18.92","-18.2205","0.059657","275.859"
"PSc310090","22.08","-18.9869","0.34727","1897.17"
"SN2005ib","20.82","-19.87","0.294","1565"
"SDSS-II SN 21557","20.88","-20.6207","0.421165","2379.38"
"SDSS-II SN 15903","21.61","-19","0.283,0.338,0.294","1498"
"PS15cvy","20.11","-16.5","0.046","211"
"SN2006ib","20.19","-19.41","0.181,0.167,0.168","905.2"
"SDSS-II SN 12941","21.17","-19.46","0.286,0.255","1516"
"SDSS-II SN 15102","22.14","-20.0897","0.583407","3513.49"
"SDSS-II SN 14305","21.16","-19.63","0.307,0.271","1645"
"SDSS-II SN 20626","21.2","-19.3529","0.276349","1457.33"
"SDSS-II SN 18990","21.55","-19.87","0.407,0.422,0.359","2285"
"SDSS-II SN 12947","20.4","-18.916","0.1592","785.81"
"SDSS-II SN 21872","20.35","-19.7752","0.228469","1174.17"
"ASASSN-13ch","15.35","-18.971","0.01646","73.762"
"SDSS-II SN 2928","","","0.150203","737.315"
"SDSS-II SN 16079","21.2","-18.0408","0.153911","757.247"
"SDSS-II SN 2149","21.58","-19.1247","0.295639","1574.61"
"SN2009ma","18.2","-19.8","0.089,0.089","420"
"SN2005ln","20.07","-19.07","0.147","720.2"
"SDSS-II SN 19531","21.44","-20.6","0.54","3200"
"SDSS-II SN 1742","21.28","-17.2458","0.111638","534.739"
"SDSS-II SN 13942","22.02","-19.9956","0.529984","3129.47"
"PSc540076","21.83","-19.2552","0.35011","1915.26"
"SN2009ik","14.9","-18","0.0088,0.0088","39"
"GRB 141109A","","","2.993","25966"
"SDSS-II SN 5686","21.2","-19.2482","0.263788","1381.93"
"SDSS-II SN 15160","21.26","-19.0875","0.252226","1313.22"
"SN2007pd","20.28","-18.96","0.154,0.155","757.7"
"SDSS-II SN 13361","20.2","-16.083","0.040378","184.16"
"SDSS-II SN 2350","20.38","-19.505","0.205267","1041.21"
"SN2006ls","19.44","-19.7","0.147,0.125,0.143,0.144","720.2"
"SDSS-II SN 932","20.63","-20.7056","0.391335","2181.92"
"SN2006jl","19.38","-17.6","0.0555","255.9"
"SDSS-II SN 19742","21.03","-20.1152","0.359576","1975.84"
"SDSS-II SN 14375","21.17","-19.7357","0.323264","1745.66"
"SDSS-II SN 11305","21.14","-18.5","0.184,0.169","921.9"
"SDSS-II SN 19274","21.64","-18.7284","0.254586","1327.19"
"SN2006tx","22.6","-19.288","0.5005","2921.8"
"SDSS-II SN 1741","21.14","-18.7416","0.20496","1039.47"
"SDSS-II SN 16356","19.86","-21.5211","0.399335","2234.52"
"SDSS-II SN 8793","21.07","-20.5096","0.43623","2480.49"
"SDSS-II SN 9704","22.04","-18.6549","0.294362","1566.79"
"SDSS-II SN 13933","21.96","-19.6094","0.434257","2467.2"
"SDSS-II SN 20613","20.75","-20.49","0.375039","2075.63"
"SN2006ln","20.51","-19.65","0.232,0.171","1195"
"SDSS-II SN 14228","21.95","-18.642","0.281205","1486.68"
"SN2005fq","21.18","-17.9601","0.147126","720.835"
"SN2004ia","19.5","-19.588","0.1437,0.143,0.14,0.143","702.55"
"SDSS-II SN 8004","22.99","-18.1046","0.351569","1924.57"
"SN2006sz","21.81","-17.95","0.194,0.19","977.7"
"SN2003ku","22.9","-20","0.8,0.8","5200"
"SN1997bc","22.1","-18.3","0.26","1360"
"SDSS-II SN 21081","21.63","-19.27","0.323,0.144,0.134","1744"
"SDSS-II SN 17814","20.71","-17.7177","0.106813","510.012"
"K0509-001","20.68","-19.294","0.2136","1088.6"
"SN2005gj","15.31","-21.9","0.0616","285.2"
"SDSS-II SN 4986","20.89","-19.5934","0.267949","1406.82"
"SDSS-II SN 17835","22.4","-19.8448","0.587383","3542.46"
"SN2019hlx","18.24","-19","0.07","330"
"PSc310051","21.44","-19.0679","0.27088","1424.4"
"SDSS-II SN 13660","21.51","-19.7031","0.370585","2046.78"
"SN2019pdi","19.67","-19","0.1","480"
"SDSS-II SN 19490","21.69","-17.95","0.184,0.169","921.9"
"SN2007nh","21.05","-19.39","0.263,0.235,0.313,0.315","1377"
"SN2018jsn","17.68","-17.3","0.022","99"
"SDSS-II SN 6300","20.97","-20.1661","0.35812","1966.49"
"SN1999gk","15.4","-17.5","0.00875,0.00875","39"
"SN2014dh","18.4","-19.55","0.0861","405.5"
"SDSS-II SN 18283","21.62","-19.112","0.299249","1596.76"
"SDSS-II SN 5731","21.28","-19.97","0.376,0.373,0.321","2082"
"SDSS-II SN 13307","20.23","-17.782","0.08853","417.6"
"SN1998am","23.8","-16.4","0.24,0.24","1240"
"PSc440216","22.3","-18.853","0.3608","1983.7"
"SDSS-II SN 15108","21.72","-19.7748","0.420066","2372.04"
"SN2016cqj","16.12","-18.8557","0.022215","99.9798"
"SN2005ft","20.43","-19.1665","0.1812,0.180465","902.254"
"ASASSN-15dc","17.31","-19.0387","0.041605","189.925"
"SN2007li","20.26","-18.4221","0.119774","576.748"
"SDSS-II SN 15785","20.95","-20.01","0.331","1794"
"SDSS-II SN 16586","21.39","-19.49","0.319595","1722.74"
"SDSS-II SN 17236","21.29","-15.0987","0.042371","193.529"
"PS16dpm","19.8","-19.1","0.13,0.12","630"
"PSc070719","22.54","-19.7823","0.60822","3695.12"
"PSc070985","21.93","-19.6906","0.44427","2534.83"
"SDSS-II SN 21874","21.83","-19.37","0.368","2030"
"SN2006hz","20.32","-19.797","0.227629","1169.31"
"SN2006od","20.7","-19.18","0.205,0.188,0.231,0.232","1040"
"SDSS-II SN 14303","21.64","-19.03","0.291,0.258","1546"
"SN2006qe","21.72","-19.5598","0.381744,0.39","2119.23"
"SN2006gw","20.8","-20.1251","0.326058,0.33","1763.16"
"SN2006nw","19.99","-19.3","0.157","773.9"
"SDSS-II SN 7195","22.59","-18.5726","0.362359","1993.72"
"SDSS-II SN 4482","21.78","-19.9803","0.47283","2729.89"
"SN2006pn","20.11","-18.72","0.128","619.6"
"SN2019hci","18.32","-16.9829","0.025804","116.442"
"SDSS-II SN 21577","23.13","-18.3697","0.420973","2378.1"
"SDSS-II SN 14224","20.54","-18.293","0.128182","620.575"
"SDSS-II SN 8018","21.01","-18.711","0.19078","959.637"
"SDSS-II SN 4211","21.93","-18.3996","0.250225","1301.4"
"PSc450200","21.16","-19.2619","0.26071","1363.57"
"SN2017glu","18.86","-17.9","0.051","234"
"SDSS-II SN 18802","22.18","-19.29","0.416,0.353","2345"
"SN2006ml","22.52","-19.901","0.637,0.6359","3900.1"
"SDSS-II SN 18704","20.91","-20.0556","0.331981","1800.37"
"PTF11rke","19","-19.15","0.0943","446.5"
"SDSS-II SN 7296","","","0.331,0.289","1794"
"SDSS-II SN 11771","21.55","-18.8437","0.257465","1344.27"
"SDSS-II SN 13308","20.44","-17.387","0.081438","382.301"
"SN1988T","21","-19.6","0.28","1480"
"SN2007re","20.97","-18.976","0.2109","1073.2"
"SDSS-II SN 20141","19.7","-21.329","0.3415","1860.5"
"AT2013jx","19","-18.8","0.081","380"
"AT2009oe","18.1","-18.3","0.043","196"
"DES14S1qid","23.2","-16.92","0.228","1171"
"SDSS-II SN 8651","22.29","-19.1645","0.412585","2322.21"
"PSc070986","21.65","-19.393","0.3436","1873.8"
"SN2007os","22.51","-18.7575","0.379667,0.35","2105.7"
"PSc320077","22.76","-19.5411","0.60245","3652.71"
"SDSS-II SN 6260","20.96","-17.9052","0.130051","630.373"
"SDSS-II SN 11306","20.77","-19.762","0.2738","1442"
"SN1959F","18.5","-16.5","0.022","99"
"SDSS-II SN 8519","21.44","-20.223","0.4527","2592.1"
"PS1-11aof","","","0.095,0.095","450"
